TABLE_SCHEMA,TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAXIMUM_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,IS_NULLABLE,COLUMN_DEFAULT,ORDINAL_POSITION,IS_PRIMARY_KEY,SOURCE
BPACustomBPATabakProd,Clients,ClientName,longtext,4294967295,,,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,Clients,ClientCode,varchar,255,,,NO,,3,NO,healthcare_ai
BPACustomBPATabakProd,Clients,Address,longtext,4294967295,,,NO,,4,NO,healthcare_ai
BPACustomBPATabakProd,Clients,PhoneNumber,varchar,15,,,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,Clients,email,longtext,4294967295,,,NO,,6,NO,healthcare_ai
BPACustomBPATabakProd,Clients,isActive,tinyint,,3,0,NO,,7,NO,healthcare_ai
BPACustomBPATabakProd,Clients,expectedTAT,int,,10,0,NO,,8,NO,healthcare_ai
BPACustomBPATabakProd,Clients,batchTimeIntervalInMinutes,int,,10,0,NO,,9,NO,healthcare_ai
BPACustomBPATabakProd,Clients,iP_ADDRESS,longtext,4294967295,,,NO,,10,NO,healthcare_ai
BPACustomBPATabakProd,Clients,slA_InHours,int,,10,0,NO,,11,NO,healthcare_ai
BPACustomBPATabakProd,Clients,batchNameFormat,longtext,4294967295,,,NO,,12,NO,healthcare_ai
BPACustomBPATabakProd,Clients,outputStructureType,int,,10,0,NO,,13,NO,healthcare_ai
BPACustomBPATabakProd,Clients,queueNamingConfiguration,int,,10,0,NO,,14,NO,healthcare_ai
BPACustomBPATabakProd,Clients,AccountId,int,,10,0,NO,,15,NO,healthcare_ai
BPACustomBPATabakProd,Clients,CreatedBy,int,,10,0,NO,,16,NO,healthcare_ai
BPACustomBPATabakProd,Clients,UpdatedBy,int,,10,0,NO,,17,NO,healthcare_ai
BPACustomBPATabakProd,Clients,CreatedDate,datetime,,,,NO,,18,NO,healthcare_ai
BPACustomBPATabakProd,Clients,UpdatedDate,datetime,,,,NO,,19,NO,healthcare_ai
BPACustomBPATabakProd,Clients,ProvanaClientId,int,,10,0,YES,NULL,20,NO,healthcare_ai
BPACustomBPATabakProd,Clients,EzClaimAPIKey,longtext,4294967295,,,YES,NULL,21,NO,healthcare_ai
BPACustomBPATabakProd,Countries,Id,int,,10,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,Countries,name,varchar,100,,,YES,NULL,2,NO,healthcare_ai
BPACustomBPATabakProd,Countries,code,varchar,10,,,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,Countries,phoneCountryCode,varchar,10,,,NO,,4,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,Id,int,,10,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,Dashboards,accountId,int,,10,0,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,processCode,longtext,4294967295,,,NO,,3,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,TotalFilesInQueue,int,,10,0,NO,,4,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,TotalFilesIProcessing,int,,10,0,NO,,5,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,TotalCompletedFiles,int,,10,0,NO,,6,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,TotalPendingFiles,int,,10,0,NO,,7,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,TotalExceptionFiles,int,,10,0,NO,,8,NO,healthcare_ai
BPACustomBPATabakProd,Dashboards,SuccessRate,decimal,,5,2,NO,,9,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,DocumentId,int,,10,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,StateId,int,,10,0,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,ClientID,int,,10,0,NO,,3,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,DocumentNameWithExtension,longtext,4294967295,,,NO,,4,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,PageCount,int,,10,0,NO,,5,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,ExtractedPage,longtext,4294967295,,,NO,,6,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,DocumentType,longtext,4294967295,,,NO,,7,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,TransactionId,longtext,4294967295,,,NO,,8,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,ServiceId,int,,10,0,NO,,9,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,ExtractedDocumentBase64,longtext,4294967295,,,NO,,10,NO,healthcare_ai
BPACustomBPATabakProd,DocumentDetails,ClientCode,longtext,4294967295,,,NO,,11,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Id,int,,10,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Document_Name,longtext,4294967295,,,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,BarCode_Enable,tinyint,,3,0,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Google_Project_ID,longtext,4294967295,,,YES,NULL,4,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Google_end_point,longtext,4294967295,,,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Googledocument_AI_processor,longtext,4294967295,,,YES,NULL,6,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Google_DL_template,longtext,4294967295,,,YES,NULL,7,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Manual_Review_prefrence,int,,10,0,NO,,8,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Confidence_Threshold,int,,10,0,NO,,9,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Estimated_Volume,longtext,4294967295,,,YES,NULL,10,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Estimated_Pages,longtext,4294967295,,,YES,NULL,11,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Billing_Rates,longtext,4294967295,,,YES,NULL,12,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Page_expression,longtext,4294967295,,,YES,NULL,13,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,Extraction_outcome_format,int,,10,0,YES,NULL,14,NO,healthcare_ai
BPACustomBPATabakProd,DocumentSetups,AccountId,int,,10,0,NO,,15,NO,healthcare_ai
BPACustomBPATabakProd,EmailNotificationTypes,Id,int,,10,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EmailNotificationTypes,NotificationType,longtext,4294967295,,,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,EmailTemplates,Id,int,,10,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EmailTemplates,EmailNotificationTypeId,int,,10,0,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,EmailTemplates,Subject,longtext,4294967295,,,NO,,3,NO,healthcare_ai
BPACustomBPATabakProd,EmailTemplates,Status,int,,10,0,NO,,4,NO,healthcare_ai
BPACustomBPATabakProd,EmailTemplates,Content,longtext,4294967295,,,NO,,5,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Id,bigint,,19,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,File_name,longtext,4294967295,,,YES,NULL,2,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,File_url,longtext,4294967295,,,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Client,longtext,4294967295,,,YES,NULL,4,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Account,longtext,4294967295,,,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Payer,longtext,4294967295,,,YES,NULL,6,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Total_No_Of_Clm_On_File,int,,10,0,YES,NULL,7,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Total_Paid_Amt_On_File,decimal,,65,30,YES,NULL,8,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Total_Denied_Claims,int,,10,0,YES,NULL,9,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Total_Denied_Lines,int,,10,0,YES,NULL,10,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Total_Posted_Claims,int,,10,0,YES,NULL,11,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Download_Date,datetime,,,,YES,NULL,12,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Completed_Date,datetime,,,,YES,NULL,13,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Not_Completed_Reasons,longtext,4294967295,,,YES,NULL,14,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,File_Status,int,,10,0,NO,0,15,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,rawJson,longtext,4294967295,,,YES,NULL,16,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,CreatedById,int,,10,0,YES,NULL,17,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,CreatedByName,varchar,50,,,YES,NULL,18,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,UpdatedById,int,,10,0,YES,NULL,19,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,UpdatedByName,varchar,50,,,YES,NULL,20,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,CreatedDate,datetime,,,,NO,,21,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,UpdatedDate,datetime,,,,YES,NULL,22,NO,healthcare_ai
BPACustomBPATabakProd,EOBAllocations,Check_Date,datetime,,,,YES,NULL,23,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Id,bigint,,19,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EOBClaims,AllocationId,bigint,,19,0,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Number,longtext,4294967295,,,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Total_Charge_Amt,decimal,,8,2,YES,NULL,4,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Paid_Amt,decimal,,8,2,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Status_Code,longtext,4294967295,,,YES,NULL,6,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Status_Reason,longtext,4294967295,,,YES,NULL,7,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Facility_Type,longtext,4294967295,,,YES,NULL,8,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Frequency,longtext,4294967295,,,YES,NULL,9,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Date_of_Service_From,datetime,,,,YES,NULL,10,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Date_of_Service_To,datetime,,,,YES,NULL,11,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Recieved_Date,datetime,,,,YES,NULL,12,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Patient_Responsibility_Amt,decimal,,8,2,YES,NULL,13,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,CLIA_Number,longtext,4294967295,,,YES,NULL,14,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Claim_Invoice_Number,longtext,4294967295,,,YES,NULL,15,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Admission_Date,datetime,,,,YES,NULL,16,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Patient_Last_Seen_Date,datetime,,,,YES,NULL,17,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,PayerId,bigint,,19,0,NO,,18,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,PayeeId,bigint,,19,0,NO,,19,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,PatientId,bigint,,19,0,YES,NULL,20,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,CreatedById,int,,10,0,YES,NULL,21,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,CreatedByName,varchar,50,,,YES,NULL,22,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,UpdatedById,int,,10,0,YES,NULL,23,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,UpdatedByName,varchar,50,,,YES,NULL,24,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,CreatedDate,datetime,,,,NO,,25,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,UpdatedDate,datetime,,,,YES,NULL,26,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,EzClaimId,int,,10,0,YES,NULL,27,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaims,Status,int,,10,0,NO,0,28,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Id,bigint,,19,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,ClaimId,bigint,,19,0,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Primary_DX,longtext,4294967295,,,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX1,longtext,4294967295,,,YES,NULL,4,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX2,longtext,4294967295,,,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX3,longtext,4294967295,,,YES,NULL,6,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX4,longtext,4294967295,,,YES,NULL,7,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX5,longtext,4294967295,,,YES,NULL,8,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX6,longtext,4294967295,,,YES,NULL,9,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX7,longtext,4294967295,,,YES,NULL,10,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX8,longtext,4294967295,,,YES,NULL,11,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX9,longtext,4294967295,,,YES,NULL,12,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX10,longtext,4294967295,,,YES,NULL,13,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX11,longtext,4294967295,,,YES,NULL,14,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,Secondary_DX12,longtext,4294967295,,,YES,NULL,15,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,CreatedById,int,,10,0,YES,NULL,16,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,CreatedByName,varchar,50,,,YES,NULL,17,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,UpdatedById,int,,10,0,YES,NULL,18,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,UpdatedByName,varchar,50,,,YES,NULL,19,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,CreatedDate,datetime,,,,NO,,20,NO,healthcare_ai
BPACustomBPATabakProd,EOBClaim_Diagnosis,UpdatedDate,datetime,,,,YES,NULL,21,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Id,bigint,,19,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_Name,varchar,100,,,YES,NULL,2,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Rendering_Provider_NPI,varchar,100,,,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_TaxID,varchar,100,,,YES,NULL,4,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_Addr1,varchar,100,,,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_Addr2,varchar,100,,,YES,NULL,6,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_City,varchar,100,,,YES,NULL,7,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_State,varchar,100,,,YES,NULL,8,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_Zip,varchar,20,,,YES,NULL,9,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Rendering_Provider_Name,varchar,100,,,YES,NULL,10,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Check_EFT_Number,varchar,100,,,YES,NULL,11,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payment_Amt,decimal,,65,30,YES,NULL,12,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Check_Date,datetime,,,,YES,NULL,13,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,CreatedById,int,,10,0,YES,NULL,14,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,CreatedByName,varchar,50,,,YES,NULL,15,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,UpdatedById,int,,10,0,YES,NULL,16,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,UpdatedByName,varchar,50,,,YES,NULL,17,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,CreatedDate,datetime,,,,NO,,18,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,UpdatedDate,datetime,,,,YES,NULL,19,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,Payee_NPI,varchar,50,,,YES,NULL,20,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,EzClaimBillingProviderId,int,,10,0,YES,NULL,21,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,EzClaimRenderingProviderId,int,,10,0,YES,NULL,22,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayees,PaymentMethod,longtext,4294967295,,,YES,NULL,23,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Id,bigint,,19,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Payer_Name,varchar,100,,,YES,NULL,2,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Payer_Id,varchar,20,,,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Payer_Addr1,varchar,100,,,YES,NULL,4,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Payer_Addr2,varchar,100,,,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Payer_City,varchar,100,,,YES,NULL,6,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Payer_State,varchar,100,,,YES,NULL,7,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,Payer_Zip,varchar,20,,,YES,NULL,8,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,CreatedById,int,,10,0,YES,NULL,9,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,CreatedByName,varchar,50,,,YES,NULL,10,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,UpdatedById,int,,10,0,YES,NULL,11,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,UpdatedByName,varchar,50,,,YES,NULL,12,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,CreatedDate,datetime,,,,NO,,13,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,UpdatedDate,datetime,,,,YES,NULL,14,NO,healthcare_ai
BPACustomBPATabakProd,EOBPayers,EzClaimPayerId,int,,10,0,YES,NULL,15,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,Id,bigint,,19,0,NO,,1,YES,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,ServiceLineItemId,bigint,,19,0,NO,,2,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,Service_Adjustment_Reason_Code,varchar,20,,,YES,NULL,3,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,Service_Adjustment_Reason,longtext,4294967295,,,YES,NULL,4,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,Service_Adjustment_Amount,decimal,,65,30,YES,NULL,5,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,CreatedById,int,,10,0,YES,NULL,6,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,CreatedByName,varchar,50,,,YES,NULL,7,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,UpdatedById,int,,10,0,YES,NULL,8,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,UpdatedByName,varchar,50,,,YES,NULL,9,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,CreatedDate,datetime,,,,NO,,10,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,UpdatedDate,datetime,,,,YES,NULL,11,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Adjustments,Service_Adjustment_Group_Code,varchar,20,,,YES,NULL,12,NO,healthcare_ai
BPACustomBPATabakProd,EOBService_Line_Items,Id,bigint,,19,0,NO,,1,YES,healthcare_ai
